RepNam	halfLive_h	Ensembl_Gene	RefSeq_nuc1	Ensembl_nuc
NM_006137	N.D.	ENSG00000173762.8	NM_006137	ENST00000312648.8
NM_139018	N.D.	ENSG00000186074.19	NM_139018	ENST00000326165.11
NM_012452	N.D.	ENSG00000240505.9	NM_012452	ENST00000261652.7
NM_012285	N.D.	ENSG00000089558.9	NM_012285	ENST00000264661.4
NM_018414	N.D.	ENSG00000070526.15	NM_018414	ENST00000156626.12
NM_006495	N.D.	ENSG00000185862.7	NM_006495	ENST00000330927.5
NM_019010	N.D.	ENSG00000171431.4	NM_019010	ENST00000167588.4
NM_000526	N.D.	ENSG00000186847.6	NM_000526	ENST00000167586.7
NM_001039933	N.D.			
NM_021602	N.D.			
NM_000626	N.D.	ENSG00000007312.14	NM_000626	ENST00000006750.8
NM_001013624	N.D.			
NM_001008777	N.D.	ENSG00000204952.3	NM_001008777	ENST00000378079.3
NM_000334	N.D.	ENSG00000007314.12	NM_000334	ENST00000435607.3
NM_178128	N.D.	ENSG00000172782.13	NM_178128	ENST00000612771.5
NM_000625	N.D.	ENSG00000007171.19	NM_000625	ENST00000313735.11
NM_153292	N.D.			
NM_016602	N.D.	ENSG00000184451.5	NM_016602	ENST00000332438.4
NM_006584	N.D.	ENSG00000132141.14	NM_006584	ENST00000314144.10
NM_020653	N.D.	ENSG00000141040.15	NM_020653	ENST00000395825.4
NM_001025448	N.D.			
NM_024320	N.D.	ENSG00000167183.3	NM_024320	ENST00000300557.3
NM_002278	N.D.	ENSG00000108759.4	NM_002278	ENST00000225899.4
NM_002903	N.D.	ENSG00000109047.8	NM_002903	ENST00000226193.6
NM_001524	N.D.	ENSG00000161610.1	NM_001524	ENST00000293330.1
NM_152599	N.D.	ENSG00000185156.6	NM_152599	ENST00000329805.6
NM_181537	N.D.	ENSG00000171446.7	NM_181537	ENST00000301656.4
NM_022581	N.D.			
NM_022579	N.D.	ENSG00000204414.14	NM_022579	ENST00000309894.6
NM_022580	N.D.			
NM_001318	N.D.			
NM_173628	N.D.	ENSG00000187775.17	NM_173628	ENST00000389840.7
NM_033060	N.D.			
NM_001003927	N.D.			
NM_014210	N.D.	ENSG00000126860.12	NM_014210	ENST00000462804.3
NM_178493	N.D.	ENSG00000185269.12	NM_178493	ENST00000409678.8
NM_000442	N.D.	ENSG00000261371.6	NM_000442	ENST00000563924.6
NM_182568	N.D.			
NM_000419	N.D.	ENSG00000005961.19	NM_000419	ENST00000262407.6
NM_001039397	N.D.	ENSG00000189375.12	NM_001039397	ENST00000405044.7
NM_207103	N.D.	ENSG00000161929.15	NM_207103	ENST00000574081.6
NM_031498	N.D.			
NM_021628	N.D.	ENSG00000179148.10	NM_021628	ENST00000448843.7
NM_152462	N.D.	ENSG00000164729.8	NM_152462	ENST00000297307.7
NM_003949	N.D.			
NM_177977	N.D.	ENSG00000173805.16	NM_177977	ENST00000347901.9
NM_001045	N.D.	ENSG00000108576.10	NM_001045	ENST00000650711.1
NM_052916	N.D.	ENSG00000141576.16	NM_052916	ENST00000269391.11
NM_001139	N.D.	ENSG00000179477.11	NM_001139	ENST00000647874.1
NM_000049	N.D.	ENSG00000108381.11	NM_000049	ENST00000263080.3
NM_002982	N.D.	ENSG00000108691.10	NM_002982	ENST00000225831.4
NM_001033562	N.D.			
NM_198529	N.D.	ENSG00000176927.16	NM_198529	ENST00000394835.8
NM_178571	N.D.			
NM_145273	N.D.	ENSG00000161649.14	NM_145273	ENST00000317310.5
NM_181505	N.D.			
NM_032192	N.D.	ENSG00000131771.14	NM_032192	ENST00000254079.9
NM_000151	N.D.	ENSG00000131482.10	NM_000151	ENST00000253801.7
NM_173728	N.D.	ENSG00000198844.12	NM_173728	ENST00000361926.8
NM_178160	N.D.	ENSG00000183034.13	NM_178160	ENST00000331427.9
NM_031961	N.D.	ENSG00000239886.5	NM_031961	ENST00000377721.3
NM_000934	N.D.	ENSG00000167711.14	NM_000934	ENST00000453066.6
NM_015544	N.D.	ENSG00000006042.12	NM_015544	ENST00000579849.6
NM_001033504	N.D.			
NM_182538	N.D.	ENSG00000182557.8	NM_182538	ENST00000355530.7
NM_207453	N.D.			
NM_015253	N.D.	ENSG00000179314.16	NM_015253	ENST00000317744.10
NM_001088	N.D.	ENSG00000129673.10	NM_001088	ENST00000392492.8
NM_020877	N.D.	ENSG00000183914.15	NM_020877	ENST00000572933.6
NM_014834	N.D.	ENSG00000176681.14	NM_014834	ENST00000320254.5
NM_031421	N.D.	ENSG00000204815.10	NM_031421	ENST00000377540.6
NM_031945	N.D.			
NM_002984	N.D.	ENSG00000275302.2	NM_002984	ENST00000615863.2
NM_013351	N.D.	ENSG00000073861.3	NM_013351	ENST00000177694.2
NM_181790	N.D.			
NM_153018	N.D.	ENSG00000180787.6	NM_153018	ENST00000318833.4
NM_003857	N.D.	ENSG00000182687.4	NM_003857	ENST00000329003.4
NM_005310	N.D.	ENSG00000141738.14	NM_005310	ENST00000309156.9
NM_001030002	N.D.			
NM_207386	N.D.	ENSG00000188803.15	NM_207386	ENST00000441885.8
NM_145054	N.D.	ENSG00000166596.15	NM_145054	ENST00000352665.10
NM_001037306	N.D.			
NM_152466	N.D.			
NM_001014985	N.D.	ENSG00000182327.8	NM_001014985	ENST00000331264.8
NM_001040078	N.D.	ENSG00000171916.17	NM_001040078	ENST00000328114.11
NM_032932	N.D.	ENSG00000131242.18	NM_032932	ENST00000621161.5
NM_138328	N.D.	ENSG00000141314.13	NM_138328	ENST00000269051.9
NM_005568	N.D.	ENSG00000273706.5	NM_005568	ENST00000614239.1
NM_000502	N.D.	ENSG00000121053.6	NM_000502	ENST00000225371.6
NM_001033659	N.D.			
NM_002686	N.D.	ENSG00000141744.4	NM_002686	ENST00000269582.3
NM_000727	N.D.	ENSG00000108878.5	NM_000727	ENST00000226021.5
NM_000173	N.D.	ENSG00000185245.9	NM_000173	ENST00000329125.6
NM_007261	N.D.	ENSG00000167851.15	NM_007261	ENST00000360141.8
NM_003673	N.D.	ENSG00000173991.6	NM_003673	ENST00000309889.3
NM_001007532	N.D.	ENSG00000256762.1	NM_001007532	ENST00000537309.1
NM_173503	N.D.	ENSG00000172421.10	NM_173503	ENST00000305286.8
NM_004382	N.D.	ENSG00000120088.15	NM_004382	ENST00000314537.10
NM_014405	N.D.	ENSG00000075461.6	NM_014405	ENST00000262138.4
NM_033194	N.D.	ENSG00000260325.2	NM_033194	ENST00000565659.2
NM_153230	N.D.	ENSG00000177294.7	NM_153230	ENST00000321535.5
NM_005854	N.D.	ENSG00000131477.11	NM_005854	ENST00000253796.10
NM_030779	N.D.			
NM_173092	N.D.			
NM_198154	N.D.			
NM_006151	N.D.	ENSG00000167419.11	NM_006151	ENST00000262290.9
NM_175882	N.D.	ENSG00000185294.7	NM_175882	ENST00000329196.7
NM_001004707	N.D.	ENSG00000255713.2	NM_001004707	ENST00000545221.2
NM_006041	N.D.	ENSG00000125430.9	NM_006041	ENST00000360954.3
NM_199339	N.D.	ENSG00000181323.8	NM_199339	ENST00000323675.4
NM_152830	N.D.			
NM_152831	N.D.			
NM_000789	N.D.	ENSG00000159640.17	NM_000789	ENST00000290866.10
NM_000717	N.D.	ENSG00000167434.10	NM_000717	ENST00000300900.9
NM_003984	N.D.	ENSG00000007216.16	NM_003984	ENST00000314669.10
NM_012352	N.D.	ENSG00000172150.4	NM_012352	ENST00000381951.1
NM_001007529	N.D.			
NM_172220	N.D.			
NM_000759	N.D.			
NM_172219	N.D.	ENSG00000108342.13	NM_172219	ENST00000394149.8
NM_001004335	N.D.			
NM_145272	N.D.	ENSG00000270806.2	NM_145272	ENST00000605587.2
NM_020201	N.D.	ENSG00000205309.14	NM_020201	ENST00000389022.9
NM_003396	N.D.	ENSG00000158955.11	NM_003396	ENST00000290015.7
NM_198382	N.D.			
NM_198388	N.D.			
NM_198376	N.D.			
NM_198386	N.D.			
NM_198377	N.D.			
NM_198397	N.D.			
NM_198387	N.D.			
NM_198385	N.D.			
NM_198396	N.D.			
NM_198378	N.D.			
NM_198384	N.D.			
NM_198383	N.D.			
NM_198379	N.D.			
NM_018896	N.D.	ENSG00000006283.18	NM_018896	ENST00000359106.10
NM_198380	N.D.			
NM_006497	N.D.	ENSG00000177374.13	NM_006497	ENST00000619757.5
NM_199139	N.D.			
NM_017523	N.D.	ENSG00000132530.17	NM_017523	ENST00000361842.8
NM_203411	N.D.	ENSG00000167874.7	NM_203411	ENST00000301599.7
NM_003835	N.D.	ENSG00000108370.17	NM_003835	ENST00000262406.10
NM_005408	N.D.	ENSG00000181374.8	NM_005408	ENST00000225844.7
NM_002988	N.D.	ENSG00000275385.2	NM_002988	ENST00000616054.2
NM_152468	N.D.	ENSG00000167895.16	NM_152468	ENST00000318430.10
NM_007225	N.D.	ENSG00000182575.8	NM_007225	ENST00000328741.6
NM_005440	N.D.	ENSG00000108830.10	NM_005440	ENST00000587250.4
NM_014906	N.D.	ENSG00000175175.6	NM_014906	ENST00000308249.4
NM_003809	N.D.	ENSG00000239697.12	NM_003809	ENST00000293825.11
NM_003593	N.D.			
NM_000212	N.D.	ENSG00000259207.10	NM_000212	ENST00000559488.7
NM_173478	N.D.	ENSG00000176563.10	NM_173478	ENST00000588408.6
NM_031962	N.D.	ENSG00000204873.5	NM_031962	ENST00000411528.4
NM_207313	N.D.			
NM_014565	N.D.	ENSG00000172146.4	NM_014565	ENST00000641732.2
NM_032559	N.D.	ENSG00000141200.8	NM_032559	ENST00000268919.6
NM_182569	N.D.	ENSG00000153982.11	NM_182569	ENST00000284116.9
NM_178543	N.D.	ENSG00000182156.10	NM_178543	ENST00000328313.10
NM_014404	N.D.			
NM_145811	N.D.	ENSG00000075429.9	NM_145811	ENST00000533854.6
NM_173847	N.D.	ENSG00000141316.13	NM_173847	ENST00000269053.8
NM_178233	N.D.			
NM_033191	N.D.	ENSG00000241595.2	NM_033191	ENST00000334109.3
NM_001006638	N.D.	ENSG00000172794.20	NM_001006638	ENST00000392613.10
NM_175738	N.D.			
NM_016518	N.D.	ENSG00000179761.12	NM_016518	ENST00000323372.9
NM_001039130	N.D.			
NM_001141	N.D.	ENSG00000179593.16	NM_001141	ENST00000380183.9
NM_001039131	N.D.			
NM_003734	N.D.	ENSG00000131471.7	NM_003734	ENST00000308423.7
NM_015594	N.D.			
NM_203392	N.D.			
NM_001006607	N.D.	ENSG00000238083.9	NM_001006607	ENST00000576629.6
NM_175734	N.D.	ENSG00000184560.8	NM_175734	ENST00000333870.8
NM_001002841	N.D.			
NM_002476	N.D.	ENSG00000198336.9	NM_002476	ENST00000393450.5
NM_000180	N.D.	ENSG00000132518.7	NM_000180	ENST00000254854.5
NM_005623	N.D.	ENSG00000108700.5	NM_005623	ENST00000394620.2
NM_203425	N.D.			
NM_033413	N.D.	ENSG00000141294.10	NM_033413	ENST00000269025.9
NM_004822	N.D.	ENSG00000065320.9	NM_004822	ENST00000173229.7
NM_173625	N.D.	ENSG00000278505.5	NM_173625	ENST00000615133.2
NM_005994	N.D.	ENSG00000121068.14	NM_005994	ENST00000240328.4
NM_018488	N.D.			
NM_173167	N.D.			
NM_001033576	N.D.			
NM_002507	N.D.	ENSG00000064300.9	NM_002507	ENST00000172229.8
NM_017957	N.D.	ENSG00000049283.19	NM_017957	ENST00000268933.8
NM_175575	N.D.	ENSG00000173714.8	NM_175575	ENST00000311378.5
NM_012373	N.D.			
NM_018949	N.D.	ENSG00000181408.5	NM_018949	ENST00000313135.5
NM_153446	N.D.			
NM_032133	N.D.	ENSG00000136449.15	NM_032133	ENST00000323776.11
NM_153007	N.D.	ENSG00000184650.11	NM_153007	ENST00000328248.7
NM_002986	N.D.	ENSG00000172156.4	NM_002986	ENST00000305869.4
NM_007148	N.D.	ENSG00000128482.16	NM_007148	ENST00000461366.2
NM_001040	N.D.	ENSG00000129214.15	NM_001040	ENST00000380450.9
NM_023036	N.D.	ENSG00000171595.14	NM_023036	ENST00000311014.11
NM_199321	N.D.	ENSG00000186075.13	NM_199321	ENST00000348931.9
NM_198844	N.D.			
NM_016113	N.D.	ENSG00000187688.15	NM_016113	ENST00000338560.12
NM_201566	N.D.	ENSG00000174327.7	NM_201566	ENST00000308027.7
NM_152467	N.D.	ENSG00000161594.7	NM_152467	ENST00000293303.5
NM_181707	N.D.	ENSG00000141371.13	NM_181707	ENST00000269127.5
NM_001050	N.D.	ENSG00000180616.9	NM_001050	ENST00000357585.4
NM_004662	N.D.			
NM_001372	N.D.	ENSG00000007174.18	NM_001372	ENST00000262442.9
NM_207459	N.D.	ENSG00000182459.5	NM_207459	ENST00000333437.5
NM_016239	N.D.	ENSG00000091536.20	NM_016239	ENST00000647165.2
NM_178171	N.D.	ENSG00000167914.12	NM_178171	ENST00000301659.9
NM_032265	N.D.			
NM_000023	N.D.	ENSG00000108823.17	NM_000023	ENST00000262018.8
NM_003963	N.D.	ENSG00000142484.7	NM_003963	ENST00000270560.4
NM_016428	N.D.	ENSG00000108798.9	NM_016428	ENST00000225941.6
NM_031456	N.D.			
NM_001005334	N.D.			
NM_001678	N.D.	ENSG00000129244.9	NM_001678	ENST00000250111.9
NM_001013672	N.D.	ENSG00000187624.9	NM_001013672	ENST00000360127.7
NM_152460	N.D.			
NM_207389	N.D.			
NM_012374	N.D.			
NM_000805	N.D.	ENSG00000184502.4	NM_000805	ENST00000329402.4
NM_006695	N.D.			
NM_018658	N.D.			
NM_170742	N.D.			
NM_170741	N.D.	ENSG00000153822.15	NM_170741	ENST00000392671.6
NM_006273	N.D.	ENSG00000108688.11	NM_006273	ENST00000378569.2
NM_001406	N.D.	ENSG00000108947.5	NM_001406	ENST00000226091.3
NM_000891	N.D.	ENSG00000123700.5	NM_000891	ENST00000243457.4
NM_172367	N.D.	ENSG00000184811.4	NM_172367	ENST00000333813.4
NM_004505	N.D.			
NM_198501	N.D.			
NM_005208	N.D.	ENSG00000108255.8	NM_005208	ENST00000225387.8
NM_153209	N.D.	ENSG00000196169.15	NM_153209	ENST00000389916.5
NM_001005731	N.D.			
NM_001005619	N.D.			
NM_000213	N.D.	ENSG00000132470.14	NM_000213	ENST00000200181.8
NM_001003807	N.D.			
NM_205854	N.D.	ENSG00000196260.5	NM_205854	ENST00000359086.4
NM_182549	N.D.			
NM_025261	N.D.	ENSG00000204421.3	NM_025261	ENST00000375819.3
NM_030905	N.D.	ENSG00000204700.5	NM_030905	ENST00000641417.1
NM_000247	N.D.			
NM_181717	N.D.			
NM_005346	N.D.	ENSG00000204388.7	NM_005346	ENST00000375650.5
NM_004771	N.D.	ENSG00000137674.4	NM_004771	ENST00000260228.3
NM_001001913	N.D.	ENSG00000181001.3	NM_001001913	ENST00000641645.1
NM_031433	N.D.	ENSG00000235718.9	NM_031433	ENST00000619721.6
NM_001005187	N.D.	ENSG00000181499.3	NM_001005187	ENST00000321252.3
NM_000842	N.D.			
NM_138456	N.D.	ENSG00000168062.10	NM_138456	ENST00000301887.9
NM_002423	N.D.	ENSG00000137673.9	NM_002423	ENST00000260227.5
NM_022549	N.D.			
NM_005103	N.D.	ENSG00000149557.14	NM_005103	ENST00000278919.8
NM_001005179	N.D.	ENSG00000183389.5	NM_001005179	ENST00000641156.1
NM_174927	N.D.	ENSG00000166118.8	NM_174927	ENST00000299140.8
NM_001005282	N.D.	ENSG00000181371.5	NM_001005282	ENST00000327216.5
NM_206998	N.D.	ENSG00000197745.3	NM_206998	ENST00000358585.3
NM_023930	N.D.	ENSG00000151364.17	NM_023930	ENST00000353172.6
NM_001005188	N.D.	ENSG00000221931.3	NM_001005188	ENST00000327930.3
NM_000482	N.D.	ENSG00000110244.7	NM_000482	ENST00000357780.5
NM_152723	N.D.	ENSG00000179071.5	NM_152723	ENST00000316398.5
NM_006637	N.D.	ENSG00000167825.3	NM_006637	ENST00000301532.3
NM_005714	N.D.			
NM_033348	N.D.			
NM_033456	N.D.			
NM_033455	N.D.			
NM_033347	N.D.	ENSG00000173338.13	NM_033347	ENST00000340313.5
NM_001005177	N.D.	ENSG00000279270.2	NM_001005177	ENST00000624978.1
NM_024783	N.D.	ENSG00000165923.17	NM_024783	ENST00000525123.6
NM_001039656	N.D.			
NM_004923	N.D.	ENSG00000132749.11	NM_004923	ENST00000255087.10
NM_173578	N.D.			
NM_003476	N.D.	ENSG00000129170.10	NM_003476	ENST00000265968.9
NM_001004748	N.D.	ENSG00000205496.1	NM_001004748	ENST00000380371.1
NM_033036	N.D.	ENSG00000175229.7	NM_033036	ENST00000312006.5
NM_001005218	N.D.	ENSG00000198283.3	NM_001005218	ENST00000360374.3
NM_033295	N.D.			
NM_033292	N.D.			
NM_033294	N.D.			
NM_033293	N.D.			
NM_001223	N.D.			
NM_002426	N.D.	ENSG00000262406.3	NM_002426	ENST00000571244.3
NM_002425	N.D.	ENSG00000166670.10	NM_002425	ENST00000279441.9
NM_004588	N.D.	ENSG00000149575.9	NM_004588	ENST00000278947.6
NM_152433	N.D.			
NM_198439	N.D.	ENSG00000182359.15	NM_198439	ENST00000531837.2
NM_001042366	N.D.			
NM_178498	N.D.	ENSG00000148942.15	NM_178498	ENST00000396005.8
NM_001005167	N.D.	ENSG00000205409.3	NM_001005167	ENST00000329322.5
NM_145013	N.D.			
NM_019055	N.D.	ENSG00000154133.15	NM_019055	ENST00000306534.8
NM_201648	N.D.	ENSG00000149124.11	NM_201648	ENST00000344743.8
NM_005838	N.D.			
NM_020809	N.D.			
NM_021603	N.D.			
NM_001680	N.D.	ENSG00000137731.14	NM_001680	ENST00000292079.7
NM_000315	N.D.	ENSG00000152266.7	NM_000315	ENST00000282091.6
NM_173586	N.D.			
NM_001005237	N.D.	ENSG00000278870.2	NM_001005237	ENST00000623849.1
NM_001005211	N.D.	ENSG00000172377.3	NM_001005211	ENST00000641439.1
NM_005170	N.D.	ENSG00000183734.5	NM_005170	ENST00000331289.5
NM_206997	N.D.	ENSG00000175514.2	NM_206997	ENST00000312457.2
NM_000519	N.D.	ENSG00000223609.11	NM_000519	ENST00000650601.1
NM_003120	N.D.	ENSG00000066336.12	NM_003120	ENST00000378538.8
NM_001077263	N.D.	ENSG00000137747.16	NM_001077263	ENST00000524993.6
NM_032046	N.D.			
NM_001039165	N.D.	ENSG00000184350.11	NM_001039165	ENST00000389832.7
NM_020358	N.D.	ENSG00000168930.13	NM_020358	ENST00000329758.5
NM_005472	N.D.	ENSG00000175538.11	NM_005472	ENST00000310128.9
NM_012375	N.D.	ENSG00000182070.7	NM_012375	ENST00000380367.3
NM_002424	N.D.	ENSG00000118113.12	NM_002424	ENST00000236826.8
NM_004621	N.D.	ENSG00000137672.13	NM_004621	ENST00000344327.8
NM_001005325	N.D.	ENSG00000196099.5	NM_001005325	ENST00000309154.3
NM_002728	N.D.	ENSG00000186652.10	NM_002728	ENST00000311862.10
NM_130769	N.D.	ENSG00000149735.7	NM_130769	ENST00000279168.7
NM_198462	N.D.			
NM_207429	N.D.			
NM_001012302	N.D.	ENSG00000185101.13	NM_001012302	ENST00000332826.7
NM_017678	N.D.			
NM_004811	N.D.	ENSG00000110031.13	NM_004811	ENST00000395074.7
NM_174934	N.D.	ENSG00000177098.9	NM_174934	ENST00000324727.9
NM_031909	N.D.	ENSG00000172247.4	NM_031909	ENST00000302514.4
NM_001004744	N.D.	ENSG00000279961.2	NM_001004744	ENST00000623286.1
NM_033326	N.D.			
NM_017508	N.D.			
NM_006069	N.D.			
NM_130385	N.D.	ENSG00000072952.20	NM_130385	ENST00000423302.7
NM_152851	N.D.			
NM_152852	N.D.			
NM_022349	N.D.	ENSG00000110077.15	NM_022349	ENST00000528851.6
NM_001001786	N.D.	ENSG00000259571.2	NM_001001786	ENST00000560104.2
NM_153444	N.D.	ENSG00000183303.3	NM_153444	ENST00000329434.3
NM_053054	N.D.	ENSG00000175294.6	NM_053054	ENST00000312106.6
NM_001741	N.D.	ENSG00000110680.13	NM_001741	ENST00000331587.9
NM_001033953	N.D.			
NM_001033952	N.D.			
NM_006034	N.D.	ENSG00000175274.19	NM_006034	ENST00000525680.6
NM_001076787	N.D.			
NM_014312	N.D.	ENSG00000019102.12	NM_014312	ENST00000326621.10
NM_001007232	N.D.			
NM_030774	N.D.	ENSG00000167332.9	NM_030774	ENST00000396950.4
NM_001422	N.D.	ENSG00000135374.11	NM_001422	ENST00000257832.7
NM_198381	N.D.			
NM_198923	N.D.	ENSG00000172938.3	NM_198923	ENST00000309106.3
NM_016582	N.D.	ENSG00000110446.12	NM_016582	ENST00000227880.8
NM_001005566	N.D.	ENSG00000172365.4	NM_001005566	ENST00000641342.2
NM_001005491	N.D.	ENSG00000174970.5	NM_001005491	ENST00000641071.2
NM_001013743	N.D.	ENSG00000204300.7	NM_001013743	ENST00000375026.7
NM_001005468	N.D.	ENSG00000284680.3	NM_001005468	ENST00000641451.2
NM_001004058	N.D.	ENSG00000181752.3	NM_001004058	ENST00000313447.1
NM_001004490	N.D.	ENSG00000188124.4	NM_001004490	ENST00000641124.1
NM_005512	N.D.			
NM_032781	N.D.			
NM_006906	N.D.	ENSG00000110786.18	NM_006906	ENST00000358540.7
NM_001039970	N.D.			
NM_153206	N.D.			
NM_017878	N.D.	ENSG00000133328.4	NM_017878	ENST00000255695.2
NM_003697	N.D.	ENSG00000149133.1	NM_003697	ENST00000278409.1
NM_000559	N.D.	ENSG00000213934.9	NM_000559	ENST00000330597.5
NM_001005289	N.D.	ENSG00000181616.10	NM_001005289	ENST00000322653.7
NM_003696	N.D.	ENSG00000184933.6	NM_003696	ENST00000641196.1
NM_198183	N.D.			
NM_004223	N.D.	ENSG00000156587.16	NM_004223	ENST00000287156.9
NM_152722	N.D.	ENSG00000165478.7	NM_152722	ENST00000298251.5
NM_016540	N.D.	ENSG00000123901.9	NM_016540	ENST00000243673.7
NM_144663	N.D.			
NM_001005196	N.D.	ENSG00000280090.3	NM_001005196	ENST00000356130.7
NM_005161	N.D.	ENSG00000134817.12	NM_005161	ENST00000606794.2
NM_004179	N.D.	ENSG00000129167.10	NM_004179	ENST00000682019.1
NM_005574	N.D.	ENSG00000135363.12	NM_005574	ENST00000257818.3
NM_005825	N.D.			
NM_153819	N.D.			
NM_054025	N.D.	ENSG00000109956.13	NM_054025	ENST00000312527.9
NM_018644	N.D.			
NM_001003745	N.D.	ENSG00000170683.7	NM_001003745	ENST00000642047.1
NM_153765	N.D.			
NM_153766	N.D.	ENSG00000151704.16	NM_153766	ENST00000392666.6
NM_153767	N.D.			
NM_000220	N.D.			
NM_153764	N.D.			
NM_020404	N.D.	ENSG00000174807.4	NM_020404	ENST00000311330.4
NM_033179	N.D.	ENSG00000183251.4	NM_033179	ENST00000380224.2
NM_206929	N.D.			
NM_032379	N.D.			
NM_206930	N.D.			
NM_032943	N.D.			
NM_206927	N.D.	ENSG00000137501.18	NM_206927	ENST00000359152.10
NM_206928	N.D.			
NM_001005469	N.D.	ENSG00000172769.4	NM_001005469	ENST00000641865.1
NM_000352	N.D.	ENSG00000006071.16	NM_000352	ENST00000389817.8
NM_182833	N.D.	ENSG00000178795.10	NM_182833	ENST00000315938.5
NM_006691	N.D.	ENSG00000133800.9	NM_006691	ENST00000256178.8
NM_007180	N.D.	ENSG00000118094.12	NM_007180	ENST00000264029.9
NM_015645	N.D.			
NM_004254	N.D.	ENSG00000149452.16	NM_004254	ENST00000336232.7
NM_002007	N.D.	ENSG00000075388.4	NM_002007	ENST00000168712.3
NM_001001954	N.D.	ENSG00000172324.6	NM_001001954	ENST00000302040.6
NM_001005285	N.D.			
NM_020826	N.D.	ENSG00000019505.8	NM_020826	ENST00000020926.8
NM_000360	N.D.	ENSG00000180176.15	NM_000360	ENST00000352909.8
NM_199292	N.D.			
NM_199293	N.D.			
NM_017589	N.D.			
NM_001164	N.D.	ENSG00000166313.20	NM_001164	ENST00000609360.6
NM_145689	N.D.			
NM_000738	N.D.	ENSG00000168539.4	NM_000738	ENST00000306960.4
NM_001002925	N.D.	ENSG00000172464.4	NM_001002925	ENST00000544374.3
NM_005330	N.D.	ENSG00000213931.7	NM_005330	ENST00000396895.3
NM_001004740	N.D.	ENSG00000255012.3	NM_001004740	ENST00000641076.1
NM_017525	N.D.	ENSG00000171219.9	NM_017525	ENST00000342711.6
NM_001005272	N.D.	ENSG00000221840.4	NM_001005272	ENST00000319760.8
NM_145650	N.D.			
NM_199352	N.D.	ENSG00000196600.13	NM_199352	ENST00000306494.11
NM_001004758	N.D.	ENSG00000176922.5	NM_001004758	ENST00000322101.5
NM_022803	N.D.			
NM_003356	N.D.	ENSG00000175564.13	NM_003356	ENST00000314032.9
NM_006288	N.D.	ENSG00000154096.14	NM_006288	ENST00000284240.10
NM_001012709	N.D.			
NM_013249	N.D.	ENSG00000149050.10	NM_013249	ENST00000278314.5
NM_033063	N.D.	ENSG00000171533.12	NM_033063	ENST00000304771.8
NM_207577	N.D.			
NM_001004742	N.D.	ENSG00000174937.5	NM_001004742	ENST00000641993.1
NM_001364	N.D.			
NM_001002917	N.D.	ENSG00000196341.3	NM_001002917	ENST00000641015.1
NM_020693	N.D.	ENSG00000177103.15	NM_020693	ENST00000651296.2
NM_001007139	N.D.			
NM_000612	N.D.	ENSG00000167244.22	NM_000612	ENST00000416167.7
NM_017481	N.D.	ENSG00000175520.9	NM_017481	ENST00000311659.5
NM_001001917	N.D.			
NM_001885	N.D.			
NM_016564	N.D.	ENSG00000184524.6	NM_016564	ENST00000330106.5
NM_030770	N.D.	ENSG00000166682.13	NM_030770	ENST00000299882.11
NM_001001960	N.D.	ENSG00000187612.1	NM_001001960	ENST00000344514.1
NM_001004064	N.D.	ENSG00000167822.3	NM_001004064	ENST00000642058.1
NM_181807	N.D.			
NM_001005922	N.D.	ENSG00000205869.2	NM_001005922	ENST00000382171.2
NM_198185	N.D.	ENSG00000183378.13	NM_198185	ENST00000533663.6
NM_001005245	N.D.	ENSG00000255223.5	NM_001005245	ENST00000528616.5
NM_001005405	N.D.	ENSG00000204571.7	NM_001005405	ENST00000398530.1
NM_000525	N.D.	ENSG00000187486.7	NM_000525	ENST00000339994.5
NM_001004741	N.D.	ENSG00000254834.5	NM_001004741	ENST00000526538.2
NM_153279	N.D.			
NM_004790	N.D.			
NM_153277	N.D.			
NM_153276	N.D.	ENSG00000197901.12	NM_153276	ENST00000360421.9
NM_153278	N.D.			
NM_012101	N.D.	ENSG00000137699.17	NM_012101	ENST00000341846.10
NM_020929	N.D.			
NM_001004700	N.D.	ENSG00000172188.6	NM_001004700	ENST00000641580.1
NM_207374	N.D.	ENSG00000172772.3	NM_207374	ENST00000395079.2
NM_212555	N.D.	ENSG00000196844.9	NM_212555	ENST00000358524.8
NM_001004760	N.D.	ENSG00000176742.3	NM_001004760	ENST00000641270.1
NM_001005467	N.D.	ENSG00000284609.2	NM_001005467	ENST00000641139.1
NM_147199	N.D.			
NM_012378	N.D.	ENSG00000197125.3	NM_012378	ENST00000642064.1
NM_021571	N.D.	ENSG00000255501.3	NM_021571	ENST00000530950.2
NM_003737	N.D.	ENSG00000166341.9	NM_003737	ENST00000299441.5
NM_138789	N.D.	ENSG00000150773.12	NM_138789	ENST00000280350.10
NM_022122	N.D.	ENSG00000137675.5	NM_022122	ENST00000260229.5
NM_001004461	N.D.	ENSG00000279000.4	NM_001004461	ENST00000641238.1
NM_001012708	N.D.	ENSG00000196224.7	NM_001012708	ENST00000399685.1
NM_001033658	N.D.			
NM_007037	N.D.	ENSG00000134917.10	NM_007037	ENST00000257359.7
NM_001042377	N.D.			
NM_001042376	N.D.			
NM_145053	N.D.	ENSG00000175518.8	NM_145053	ENST00000380184.2
NM_005142	N.D.	ENSG00000134812.8	NM_005142	ENST00000257248.3
NM_000536	N.D.	ENSG00000175097.9	NM_000536	ENST00000311485.8
NM_005468	N.D.	ENSG00000168060.16	NM_005468	ENST00000358658.8
